,x,y,z
81,133592.65655,1415602.2035,96.99
82,133592.9646,1415602.1302999998,96.98085
83,133593.8674,1415601.9168,97.06625
84,133594.19375,1415601.8283499999,96.98695000000001
85,133594.49265,1415601.75515,96.99915
86,133595.40155,1415601.53555,97.03269999999999
87,133595.7218,1415601.4532,96.98695000000001
88,133596.02375,1415601.38,96.99305
89,133596.9479,1415601.1512499999,96.9961
90,133597.259,1415601.075,96.98085
91,133597.85069999998,1415600.9377499998,97.09370000000001
92,133598.1801,1415600.84625,96.96865
93,133598.49425000002,1415600.77,96.9595
94,133598.78095000001,1415600.70595,97.0449
95,133599.17745000002,1415600.4741500001,97.04185
96,133598.8694,1415600.5443,97.01135
97,133598.56135,1415600.6175,97.01745000000001
98,133598.25024999998,1415600.6998500002,97.03269999999999
99,133597.94220000002,1415600.77,97.00525
100,133597.63415,1415600.8493,97.0266
101,133596.3989,1415601.1482,96.99915
102,133595.1667,1415601.4501500002,97.00525
103,133594.85865,1415601.52335,96.99915
104,133594.5506,1415601.59655,96.99305
105,133593.93145,1415601.74905,96.99
106,133593.6234,1415601.8253,97.0144
107,133593.3123,1415601.90155,97.0022
108,133593.00425,1415601.97475,96.99915
109,133592.38815,1415602.1242000002,96.98695000000001
110,133592.07705,1415602.2035,97.0144
111,133590.24705,1415602.65185,97.02355
112,133589.31985,1415602.87145,97.0205
113,133589.0118,1415602.9477,97.0266
114,133588.3957,1415603.1001999998,97.0449
115,133587.7857,1415603.2526999998,97.03880000000001
116,133587.47460000002,1415603.3289499998,97.0632
117,133587.1818,1415603.3991,97.03269999999999
118,133586.87985,1415603.4723,97.02355
119,133585.4677,1415603.3289499998,97.1181
120,133585.7727,1415603.2526999998,97.10285
121,133586.08685,1415603.17645,97.0693
122,133586.3827,1415603.1063,97.10589999999999
123,133587.0232,1415602.9355000001,96.93205
124,133587.62405,1415602.7891,96.97475
125,133587.926,1415602.71285,96.96865
126,133588.53295,1415602.5633999999,97.01135
127,133588.82575000002,1415602.5023999999,97.0815
128,133589.14295,1415602.42005,97.01135
129,133590.06405000002,1415602.1852,96.97475
130,133590.366,1415602.11505,97.0083
131,133590.68015,1415602.0326999999,96.9473
132,133590.9821,1415601.96255,96.96255000000001
133,133591.5921,1415601.81005,96.96255000000001
134,133593.12015,1415601.4379500002,96.99305
135,133593.4099,1415601.3708499998,97.06625
136,133593.7393,1415601.27935,96.929
137,133594.04125,1415601.20615,96.9534
138,133595.27345,1415600.9011499998,96.94425000000001
139,133595.88345,1415600.7578,96.9839
140,133596.17625,1415600.6907000002,97.0571
141,133596.47819999998,1415600.6175,97.0754
142,133596.81065,1415600.526,96.9717
143,133597.10345,1415600.4619500001,97.04795
144,133598.3387,1415600.1508499999,97.0083
145,133598.93955,1415600.0075,97.0632
146,133598.65895,1415599.89465,97.0266
147,133598.04285,1415600.04715,97.0083
148,133596.49955,1415600.42535,97.0083
149,133595.8865,1415600.5717500001,96.9839
150,133594.96235000002,1415600.8005000001,96.9961
151,133594.65735,1415600.8736999999,96.97779999999999
152,133594.3493,1415600.94995,96.9839
153,133593.4221,1415601.17565,96.97779999999999
154,133593.11405,1415601.24885,96.98085
155,133592.80295,1415601.32815,97.00525
156,133592.19295,1415601.4776,96.98085
157,133591.8849,1415601.55385,96.99305
158,133591.5677,1415601.63315,97.0205
159,133589.4205,1415602.15775,97.0266
160,133589.11854999998,1415602.23095,97.00525
161,133587.89245,1415602.5329,97.02964999999999
162,133587.59050000002,1415602.6030499998,97.02355
163,133587.2855,1415602.6793,97.02355
164,133586.67245,1415602.8317999998,97.03880000000001
165,133586.3644,1415602.90805,97.04185
166,133586.06245,1415602.98125,97.03880000000001
167,133585.7544,1415603.0574999999,97.05099999999999
168,133585.44635,1415603.13375,97.0693
169,133585.14745000002,1415603.2039,97.01745000000001
170,133584.84245,1415603.28015,97.0266
171,133584.2355,1415603.42655,97.01745000000001
172,133583.92745000002,1415603.49975,97.03269999999999
173,133581.6918,1415603.5576999998,97.01745000000001
174,133581.9846,1415603.4936499998,97.0754
175,133582.29265,1415603.41435,97.04795
176,133583.2046,1415603.1917,97.03575000000001
177,133583.50960000002,1415603.1185,97.0571
178,133583.82375,1415603.03005,96.97779999999999
179,133584.7235,1415602.8195999998,97.06625
180,133585.3518,1415602.6549,96.94120000000001
181,133585.6568,1415602.5817,96.9595
182,133585.95875,1415602.5085,96.97779999999999
183,133586.2485,1415602.44445,97.0571
184,133586.55045,1415602.37125,97.0632
185,133587.16045,1415602.2218,97.06625
186,133588.0968,1415601.98085,96.97475
187,133588.3957,1415601.91375,97.01745000000001
188,133588.70679999999,1415601.83445,96.99305
189,133589.00569999998,1415601.76125,97.0083
190,133589.60655,1415601.62095,97.0693
191,133590.2318,1415601.4593,96.98695000000001
192,133593.60815000001,1415600.6236,96.93509999999999
193,133595.1362,1415600.2515,96.97475
194,133595.429,1415600.1844,97.03575000000001
195,133595.74925,1415600.10205,96.96865
196,133596.3501,1415599.9586999998,97.03575000000001
197,133596.65815,1415599.8794,97.0144
198,133596.9723,1415599.8001,96.98085
199,133598.20145,1415599.4981499999,96.9717
200,133598.49425000002,1415599.4341,97.07234999999999
201,133599.12255,1415599.2724499998,97.01745000000001
202,133598.7901,1415599.25415,97.01135
203,133598.48205,1415599.3273500002,97.0144
204,133598.174,1415599.4036,97.01135
205,133597.2468,1415599.62625,97.0083
206,133594.7885,1415600.2270999998,96.96255000000001
207,133594.4713,1415600.3064000001,96.9839
208,133594.16325,1415600.3795999999,96.96255000000001
209,133593.85215,1415600.4589000002,96.99
210,133593.23605,1415600.6083499999,97.01135
211,133592.93409999998,1415600.6815499999,96.9717
212,133592.31495,1415600.83405,96.99
213,133592.02215,1415600.9011499998,96.93205
214,133591.70495,1415600.9804500001,96.9717
215,133591.40300000002,1415601.05365,96.97475
216,133590.48495,1415601.2763,96.9839
217,133589.8658,1415601.4288,96.99915
218,133587.7125,1415601.95645,97.0144
219,133586.7914,1415602.18215,97.02355
220,133586.48335,1415602.2614499999,97.04185
221,133584.96445,1415602.6305000002,97.0144
222,133582.84470000002,1415603.149,96.99
223,133581.9236,1415603.3747,97.01745000000001
224,133581.31665,1415603.5180499998,97.0022
225,133579.4836,1415603.5058499998,96.99915
226,133580.68835,1415603.2161,97.0632
227,133580.9903,1415603.1429,97.0815
228,133581.90835,1415602.91415,97.04795
229,133582.2225,1415602.8287499999,96.96255000000001
230,133582.51835,1415602.76165,97.0083
231,133583.12835,1415602.6122,97.02964999999999
232,133583.4303,1415602.5389999999,97.0266
233,133583.7292,1415602.4658000001,97.0449
234,133584.95835,1415602.15775,96.98085
235,133585.25725,1415602.09065,97.02355
236,133588.9325,1415601.1848000002,96.9961
237,133589.24055,1415601.1055,96.9595
238,133589.85055,1415600.9530000002,96.95035
239,133590.1525,1415600.88285,96.98085
240,133590.46055,1415600.80355,96.9473
241,133591.07055,1415600.6571499999,96.96560000000001
242,133591.3603,1415600.59005,97.03575000000001
243,133592.60775,1415600.2759,96.92595
244,133592.90970000002,1415600.1996499998,96.92595
245,133593.8247,1415599.9830999998,96.97779999999999
246,133594.1358,1415599.9038,96.94425000000001
247,133594.4286,1415599.83365,96.9961
248,133595.0569,1415599.67505,96.929
249,133595.3558,1415599.60185,96.98085
250,133595.65774999998,1415599.52865,96.97475
251,133596.27385,1415599.3792,96.98695000000001
252,133596.5819,1415599.306,97.00525
253,133596.90215,1415599.2236499998,96.94425000000001
254,133598.36615,1415598.7508999999,97.0083
255,133594.6726,1415599.6476,96.96865
256,133594.36455,1415599.7208000002,96.96255000000001
257,133594.05955,1415599.7970500002,96.9595
258,133593.44955,1415599.9464999998,96.9534
259,133593.1415,1415600.0197,96.96560000000001
260,133592.83345,1415600.0929,96.93815
261,133592.2143,1415600.24845,96.96560000000001
262,133591.90625,1415600.32165,96.96560000000001
263,133591.59514999998,1415600.40095,96.98085
264,133590.68625,1415600.6205499999,96.97475
265,133590.3843,1415600.6937499999,96.9534
266,133589.4571,1415600.9224999999,96.97779999999999
267,133588.83795,1415601.0689,96.9839
268,133588.53905,1415601.1420999998,96.95035
269,133588.231,1415601.2214000002,96.98085
270,133587.92905,1415601.2946,96.9717
271,133587.6149,1415601.3708499998,96.99305
272,133587.3099,1415601.4471,97.00525
273,133587.00185,1415601.5264,97.0205
274,133586.6938,1415601.5995999998,97.0205
275,133586.38575000002,1415601.6697500001,97.01135
276,133584.86685,1415602.04185,96.97779999999999
277,133581.50575,1415602.8623000002,96.98695000000001
278,133581.20075000002,1415602.9416,97.0022
279,133580.28575,1415603.1642500001,97.00525
280,133579.98685,1415603.23745,97.0022
281,133579.6788,1415603.3106499999,97.01745000000001
282,133579.081,1415603.454,96.9717
283,133578.77905,1415603.5302499998,96.98085
284,133576.702,1415603.5516,96.98695000000001
285,133577.00395,1415603.4784,96.96255000000001
286,133577.312,1415603.3991,96.929
287,133579.4348,1415602.87755,96.929
288,133580.32845,1415602.6671,97.03269999999999
289,133580.9415,1415602.51155,96.9961
290,133581.8565,1415602.2858499999,96.97475
291,133582.1615,1415602.2126500001,96.97779999999999
292,133582.4543,1415602.1425,97.02355
293,133583.0643,1415601.99,96.99
294,133583.3632,1415601.9198500002,97.02355
295,133585.1993,1415601.4654,96.98695000000001
296,133588.2554,1415600.7089999998,96.93815
297,133588.55735,1415600.6358,96.9534
298,133589.1704,1415600.4833000002,96.93205
299,133589.4754,1415600.4101,96.95644999999999
300,133589.7865,1415600.33385,96.94120000000001
301,133590.3965,1415600.18135,96.94425000000001
302,133590.69845,1415600.10815,96.96255000000001
303,133591.0065,1415600.0319,96.9534
304,133591.6165,1415599.8855,96.9717
305,133592.2326,1415599.7330000002,96.95035
306,133592.54065,1415599.6537,96.93509999999999
307,133593.75149999998,1415599.36395,97.00525
308,133594.98675,1415599.05285,96.97779999999999
309,133595.2887,1415598.9826999998,96.99
310,133595.5998,1415598.90645,96.96865
311,133598.37225000001,1415598.2201999999,96.96255000000001
312,133598.845,1415598.0067,96.99
313,133598.53694999998,1415598.0829500002,96.99915
314,133598.22585000002,1415598.1592,96.99915
315,133597.29864999998,1415598.3849,96.9839
316,133596.68255,1415598.5343499999,96.9839
317,133596.3806,1415598.60755,96.95644999999999
318,133595.76145,1415598.76005,96.98085
319,133594.83425,1415598.9826999998,96.98695000000001
320,133594.2151,1415599.1352,96.98085
321,133593.6051,1415599.2816,96.94120000000001
322,133593.3062,1415599.3548,96.93205
323,133592.9951,1415599.43105,96.94425000000001
324,133592.07705,1415599.65065,96.929
325,133591.4518,1415599.8092500002,96.95644999999999
326,133587.77655,1415600.7089999998,96.98695000000001
327,133587.16655,1415600.8554,96.96865
328,133586.85545,1415600.9316500002,96.97475
329,133586.54739999998,1415601.0048500001,96.95644999999999
330,133585.62935,1415601.23055,96.98695000000001
331,133585.3274,1415601.30375,96.9717
332,133585.01935,1415601.3830499998,97.0022
333,133584.4124,1415601.5264,96.99
334,133584.10434999998,1415601.6057,97.00525
335,133583.79935,1415601.6789000002,96.99915
336,133582.89045,1415601.8985000001,96.97475
337,133582.5885,1415601.9717,96.96255000000001
338,133581.67045,1415602.1974,96.99915
339,133581.36545,1415602.2706,96.97779999999999
340,133581.06045,1415602.3468499999,97.0022
341,133580.75545,1415602.4231,97.0022
342,133580.15155,1415602.5664499998,96.98695000000001
343,133579.84045,1415602.6427,97.0022
344,133579.54155,1415602.7159,96.98695000000001
345,133578.9346,1415602.8623000002,96.96865
346,133578.3307,1415603.01175,96.9595
347,133576.21095,1415603.52415,96.93205
348,133575.90595000001,1415603.6004,96.92595
349,133573.97835000002,1415603.63395,96.93509999999999
350,133574.8903,1415603.40215,96.87715
351,133575.49725000001,1415603.24965,96.87105
352,133575.79309999998,1415603.1856,96.8863
353,133576.68065,1415602.9721,96.9961
354,133576.99175000002,1415602.89585,96.94120000000001
355,133577.30285,1415602.81045,96.87715
356,133578.2026,1415602.5969500002,96.92595
357,133578.51065,1415602.51765,96.8985
358,133579.40125,1415602.3072,97.01745000000001
359,133579.72149999999,1415602.22485,96.93815
360,133580.62125,1415602.00525,97.0205
361,133580.92625,1415601.929,96.98085
362,133582.14015,1415601.63315,96.9961
363,133583.0521,1415601.4043999999,96.95644999999999
364,133583.35405,1415601.33425,96.98085
365,133583.97014999998,1415601.1726000002,96.92595
366,133584.88210000002,1415600.9560500002,96.95644999999999
367,133585.79405,1415600.7334,96.97779999999999
368,133587.02015,1415600.42535,96.8985
369,133588.53905,1415600.0563,96.95644999999999
370,133588.85014999998,1415599.9708999998,96.92290000000001
371,133589.74685,1415599.7635000001,97.0266
372,133590.06710000001,1415599.67505,96.9473
373,133590.35684999998,1415599.61405,97.02964999999999
374,133590.68625,1415599.52255,96.90154999999999
375,133590.98515,1415599.4523999998,96.93815
376,133591.30235,1415599.37005,96.8985
377,133591.59514999998,1415599.3029500002,96.95035
378,133593.74235000001,1415598.7752999999,96.93815
379,133594.35845,1415598.6228,96.929
380,133595.26735,1415598.4032,96.97475
381,133595.57845,1415598.3208499998,96.94120000000001
382,133595.88955,1415598.2445999999,96.93205
383,133596.8076,1415598.025,96.96865
384,133597.11565,1415597.94875,96.96865
385,133599.2476,1415597.43025,97.0571
386,133598.92124999998,1415597.3357,97.0144
387,133598.6132,1415597.41195,97.03269999999999
388,133598.32345,1415597.47905,96.96865
389,133598.01845,1415597.5553,96.99305
390,133596.5087,1415597.9213,96.96255000000001
391,133595.8987,1415598.0646499998,96.96865
392,133594.9837,1415598.29035,96.9595
393,133594.67870000002,1415598.3605000002,96.94120000000001
394,133594.3798,1415598.43675,96.94120000000001
395,133593.46175000002,1415598.66245,96.9717
396,133593.16895,1415598.72955,96.92290000000001
397,133592.8609,1415598.8058000002,96.93815
398,133592.55895,1415598.879,96.92595
399,133592.25089999998,1415598.9522,96.91985
400,133591.94895,1415599.0284499999,96.93205
401,133591.6409,1415599.1047,96.95644999999999
402,133591.33285,1415599.18095,96.9595
403,133590.72895,1415599.3243,96.93509999999999
404,133590.4209,1415599.40055,96.95035
405,133589.51200000002,1415599.6232,96.93205
406,133589.2009,1415599.6964,96.94425000000001
407,133588.29200000002,1415599.91905,96.9534
408,133587.682,1415600.0685,96.95644999999999
409,133587.377,1415600.1417,96.95035
410,133586.76395,1415600.29115,96.95035
411,133586.462,1415600.3673999999,96.9595
412,133585.24505,1415600.6601999998,96.94120000000001
413,133584.937,1415600.73645,96.96865
414,133584.63505,1415600.8066,96.94120000000001
415,133582.79895,1415601.26105,96.98085
416,133582.19809999998,1415601.4043999999,96.9595
417,133581.89615,1415601.4776,96.95644999999999
418,133581.5881,1415601.5569,96.97779999999999
419,133581.28615,1415601.6301,96.98085
420,133580.972,1415601.7094,97.0144
421,133580.66700000002,1415601.78565,97.0205
422,133580.362,1415601.8558,96.98695000000001
423,133580.0509,1415601.9351000001,97.03269999999999
424,133579.76115,1415601.99915,96.97475
425,133579.4592,1415602.07235,96.9595
426,133578.8492,1415602.2218,96.97779999999999
427,133578.5503,1415602.295,96.9595
428,133578.2453,1415602.3682000001,96.95644999999999
429,133576.72944999998,1415602.7342,96.9473
430,133574.6097,1415603.2526999998,96.9046
431,133574.3047,1415603.3258999998,96.8985
432,133573.69775,1415603.47535,96.91375
433,133573.3958,1415603.5455000002,96.89545
434,133573.0969,1415603.6187,96.8863
435,133571.2608,1415603.6309,96.8497
436,133571.56274999998,1415603.5546499998,96.84055
437,133572.4625,1415603.33505,96.86800000000001
438,133573.9753,1415602.95685,96.82225
439,133574.85675,1415602.7586,97.0083
440,133575.17395,1415602.66405,96.88325
441,133575.46675000002,1415602.6030499998,96.9534
442,133575.77479999998,1415602.5207,96.92290000000001
443,133576.6776,1415602.3011,96.94120000000001
444,133576.9765,1415602.23095,96.9595
445,133577.28454999998,1415602.1516500001,96.91985
446,133578.1965,1415601.92595,96.9046
447,133579.68185,1415601.57215,97.0754
448,133579.98380000002,1415601.49895,97.06625
449,133580.301,1415601.4105000002,96.9717
450,133580.60905,1415601.3373,96.98695000000001
451,133581.53014999998,1415601.1055,96.9473
452,133582.1371,1415600.9591,96.96255000000001
453,133582.43905000002,1415600.88285,96.94425000000001
454,133583.04905,1415600.73035,96.91985
455,133583.35405,1415600.6571499999,96.94425000000001
456,133587.01405,1415599.75435,96.91985
457,133587.621,1415599.6049,96.91985
458,133588.23405,1415599.44935,96.88935000000001
459,133588.53295,1415599.37615,96.94425000000001
460,133588.84100000001,1415599.3029500002,96.93509999999999
461,133590.06405000002,1415598.99795,96.8985
462,133590.36295,1415598.9278,96.94425000000001
463,133590.9821,1415598.77225,96.90765
464,133591.29624999998,1415598.696,96.9046
465,133593.73625,1415598.0951500002,96.9168
466,133594.03819999998,1415598.02195,96.94120000000001
467,133595.2643,1415597.71695,96.9473
468,133595.5632,1415597.6498500002,96.9839
469,133596.1732,1415597.5004,96.98695000000001
470,133596.49955,1415597.41195,96.90765
471,133598.6803,1415596.7836499999,96.97779999999999
472,133598.37225000001,1415596.8568499999,96.96560000000001
473,133598.06115,1415596.93615,96.99305
474,133595.91395,1415597.4577,96.9473
475,133595.6059,1415597.5339499998,96.95035
476,133594.98979999998,1415597.68035,96.95035
477,133594.68785,1415597.75355,96.92290000000001
478,133594.37065,1415597.83285,96.95644999999999
479,133594.0687,1415597.90605,96.93815
480,133593.4526,1415598.0555000002,96.929
481,133593.1415,1415598.1317500002,96.95035
482,133592.8426,1415598.2019,96.8985
483,133592.22955,1415598.3544,96.92595
484,133591.9215,1415598.4276,96.91985
485,133591.6104,1415598.5069,96.94120000000001
486,133590.3904,1415598.8058000002,96.92290000000001
487,133589.7743,1415598.9522,96.9168
488,133589.47235,1415599.0284499999,96.93509999999999
489,133589.16735,1415599.10165,96.90765
490,133588.85624999998,1415599.18095,96.94425000000001
491,133587.93515,1415599.4036,96.92290000000001
492,133587.6271,1415599.4829,96.94425000000001
493,133586.7121,1415599.7055499998,96.9473
494,133586.4071,1415599.77875,96.9473
495,133584.87905000002,1415600.1539,96.9473
496,133582.741,1415600.6785,96.97779999999999
497,133581.826,1415600.9011499998,96.95644999999999
498,133581.21600000001,1415601.0506,96.95644999999999
499,133580.91405,1415601.1238,96.96560000000001
500,133579.0932,1415601.5691,96.95035
501,133578.80955,1415601.6270500002,96.82225
502,133578.49235000001,1415601.7155000002,96.93509999999999
503,133578.18125,1415601.7887,96.9534
504,133574.55175,1415602.6732,96.88935000000001
505,133573.6398,1415602.89585,96.89545
506,133573.03895,1415603.0392,96.86189999999999
507,133572.7309,1415603.1154500002,96.8985
508,133572.1331,1415603.2588,96.8497
509,133570.92835,1415603.5546499998,96.84055
510,133570.62945,1415603.6248,96.83749999999999
511,133568.82690000001,1415603.5851500002,96.85275
512,133569.14105,1415603.49975,96.7765
513,133569.44605,1415603.42655,96.76735
514,133569.73885,1415603.3625,96.83749999999999
515,133570.3336,1415603.21305,96.8558
516,133570.94055,1415603.0636000002,96.81615
517,133571.53835000002,1415602.92025,96.84055
518,133571.8403,1415602.8439999998,96.84665000000001
519,133572.4442,1415602.6945500001,96.84665000000001
520,133572.737,1415602.6305000002,96.90154999999999
521,133573.94175,1415602.3346499999,96.8924
522,133574.84455,1415602.1120000002,96.91375
523,133575.44845,1415601.96865,96.93509999999999
524,133575.75345000002,1415601.8893499998,96.89545
525,133576.65625,1415601.6728,96.96560000000001
526,133576.9582,1415601.5995999998,96.95035
527,133577.8671,1415601.3708499998,96.91985
528,133578.17515,1415601.29765,96.9168
529,133579.0932,1415601.0689,96.8863
530,133579.386,1415601.0018,96.9595
531,133579.69405,1415600.9255499998,96.92595
532,133580.5938,1415600.7089999998,96.9839
533,133581.8138,1415600.4039999999,96.92595
534,133582.11575,1415600.32165,96.88019999999999
535,133582.41465,1415600.2576000001,96.93815
536,133583.01854999998,1415600.10815,96.9534
537,133587.59355,1415598.9826999998,96.90154999999999
538,133588.20965,1415598.8302,96.88325
539,133588.5116,1415598.7539499998,96.9046
540,133588.8044,1415598.6898999999,96.98085
541,133589.12159999998,1415598.60755,96.9107
542,133589.7377,1415598.45505,96.8924
543,133590.0427,1415598.3788,96.88935000000001
544,133591.2505,1415598.08905,96.97779999999999
545,133592.19295,1415597.8481,96.89545
546,133592.79684999998,1415597.70475,96.9168
547,133593.1049,1415597.6285,96.90765
548,133593.7149,1415597.4821,96.929
549,133594.01380000002,1415597.4089000002,96.95035
550,133594.9349,1415597.1832,96.96865
551,133595.24294999999,1415597.1099999999,96.98085
552,133595.551,1415597.0307,96.9473
553,133596.7832,1415596.7257,96.92595
554,133598.92735,1415596.2041500001,96.98085
555,133599.2354,1415596.13095,96.99
556,133598.62235,1415596.1675500001,96.97475
557,133598.3143,1415596.2438,96.9717
558,133597.9971,1415596.317,96.99
559,133594.61465,1415597.1435500002,96.9534
560,133594.30965,1415597.2198,96.95644999999999
561,133593.99550000002,1415597.29605,96.96560000000001
562,133593.3855,1415597.44245,96.93205
563,133593.0744,1415597.5187,96.95644999999999
564,133592.76635,1415597.5949499998,96.94425000000001
565,133591.84524999998,1415597.82065,96.9473
566,133591.53720000002,1415597.88775,96.92290000000001
567,133590.61915,1415598.1165,96.92290000000001
568,133590.3111,1415598.19275,96.92595
569,133589.39915,1415598.41235,96.90765
570,133589.0911,1415598.49165,96.93205
571,133587.86195,1415598.7905499998,96.93509999999999
572,133587.5539,1415598.8668,96.94425000000001
573,133587.25195,1415598.93695,96.93509999999999
574,133586.94999999998,1415599.0101500002,96.90765
575,133586.6511,1415599.0803,96.88019999999999
576,133586.34305,1415599.1596,96.9046
577,133585.425,1415599.38225,96.89545
578,133585.1139,1415599.4585,96.92290000000001
579,133584.8089,1415599.53475,96.92290000000001
580,133582.67695,1415600.0563,96.95035
581,133581.45695,1415600.35215,96.93509999999999
582,133581.155,1415600.4283999999,96.93815
583,133580.85,1415600.4955000002,96.91375
584,133580.23695,1415600.6541,96.9595
585,133579.93805,1415600.7273000001,96.96865
586,133579.6361,1415600.8005000001,96.97475
587,133578.7394,1415601.01095,96.88019999999999
588,133578.4466,1415601.075,96.79175000000001
589,133576.2994,1415601.6117999998,96.93509999999999
590,133576.0005,1415601.6789000002,96.8985
591,133575.69855,1415601.75515,96.90154999999999
592,133575.09464999998,1415601.9045999998,96.9046
593,133574.48465,1415602.051,96.87715
594,133573.88075,1415602.1974,96.8985
595,133573.5849,1415602.2706,96.88019999999999
596,133573.27685,1415602.3468499999,96.88935000000001
597,133572.67295,1415602.4902,96.87105
